Status usu?o;Data-base in?;Ordem;Nota;Tipo de ordem;Status sistema;Loc.instala?;TEXTO;Denomina?;Tipo ativid.PM;
MAOB;10/02/2020;22437448;12157334;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-02;FALHA NA BARREIRA DE LUZ;PALETIZADORA DESCARTVEL - KR63-G60;120;LINHA 04 - VIDRO
MAOB;10/02/2020;22437449;12157335;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-09-01;FALHA NO AJUSTE DE ALTURA;ENCHEDORA DE GARRAFAS - K136-767;110;LINHA 04 - VIDRO
MAOB;10/02/2020;22437450;12157336;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-27-01;FALHA NALIBERA?O DOS TRANSPORTES;TRANSPORTE DE PALETES;120;LINHA 04 - VIDRO
MAOB;13/02/2020;22437453;12157339;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-21-02-18-01;ESTEIRA DESALINHADA;EMPACOTADORA I - KR96 - I91;115;LINHA 03 - LATA
MAOB;14/02/2020;22437478;12157497;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-12-01;FAlha na entrada de garrafas na rot 01;ROTULADORA I - K406194;115;LINHA 02 - VIDRO
MAOB;12/02/2020;22437481;12157296;ZM01;ENCE CNPA CAPC NOLQ SCDM;2015-20-20-01-05-01;queda da correia trapesoidal;INSPETOR TOPTRONIC - K719610;115;LINHA 02 - VIDRO
MAOB;12/02/2020;22437482;12157298;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-10;obstru? na tubula? de sab?TRANSPORTE LGF-TOP;120;LINHA 02 - VIDRO;
MAOB;13/02/2020;22437561;12157309;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-29-03;TOMBAMENTO DE LATAS NO TRECHO (B32-11);TRANSPORTE ECH-PZ;120;LINHA 03 - LATA
MAOB;13/02/2020;22437613;12157399;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-18;DESARME DOS FORNOS/ VARIOPAC 1 E 2.;EMPACOTAMENTO;120;LINHA 03 - LATA
MAOB;13/02/2020;22437614;12157412;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-28-01;Esteira patinando trp G23-07;TRANSPORTE DPL-DCX;115;LINHA 02 - VIDRO
MAOB;13/02/2020;22437693;12157422;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-02;FALHA NO ACIONAMENTO DO REJEITOR LINEAR;INSPETOR LINATRONIC - K735-H46;120;LINHA 04 - VIDRO
MAOB;13/02/2020;22437751;12157372;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-23-01;ESTRELA SUPERIOR DE GARGALO EMPENADA;ARROLHADOR;115;LINHA 04 - VIDRO
MAOB;14/02/2020;22437777;12157444;ZM01;ENCE CAPC NOLQ SCDM;2015-20-20-02-18-02;TRAVAMENTO DA CORRENTE DO VIRADOR DE CAI;EMPACOTADORA II - 28NS-400-95;115;LINHA 04 - VIDRO
MAOB;12/02/2020;22437862;12157532;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-12-02;FALHA NO JOG;SELADORA II;115;LINHA 01 - LATA
MAOB;13/02/2020;22437949;12157662;ZM01;ENCE CAPC MOME MatC NOLQ;2015-20-20-01-29-03;substituir roda de retorno;TRANSPORTE DCX -SEKAMAT II;120;LINHA 02 - VIDRO
MAOB;14/02/2020;22437956;12157732;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-20-01;Bra?do PHM parado;PALETIZADOR I;115;LINHA 01 - LATA
DISM PROG;15/02/2020;22438020;12157643;ZM01;ENCE CONF IMPR CAPC DNAT MOME NOLQ;2015-00-05-01-11-01;ANOMALIA: MQUINA APRESENTA FALHA DE ROT;FILTRA?O;120;PROCESSO
MAOB;15/02/2020;22438030;12157701;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-01-02;BASE DO CILINDRO 5011 FOLGADA;DESPALETIZADORA GRF NOVA -  KR74-636;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438054;12157774;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-01-02;ATUADOR DE LEITURA DE CAMADA EM FALHA;DESPALETIZADORA GRF NOVA -  KR74-636;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438056;12157776;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-29-27;TOMBAMENTO DE GARRAFAS SAIDA DO PZ SUP;TRANSP. PASTEURIZADOR - SECADOR I/II;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438057;12157777;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-18-01;REG? DE ARRASTE QUEBROU O GUIA LATERAL;EMPACOTADORA - KR96-I94;120;LINHA 04 - VIDRO
MAOB;13/02/2020;22438072;12157740;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-01-01-03-01-02;SENSOR DO RF14 DANDO FALHA;SILO 08 DE PESAGEM;120;PROCESSO
MAOB;11/02/2020;22438123;12157753;ZM01;ENCE CONF CAPC CAPF NOLQ SCDM;2015-20-20-02-01-02;TRAVAMENTO DA CORRENTE DO TRP- P33-05;DESPALETIZADORA GRF NOVA -  KR74-636;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438304;12157803;ZM01;ENCE CAPC MOME MatC NOLQ;2015-20-20-01-28-02;FALHA SENSOR TRP DE CAIXA;TRANSPORTE DCX-LCX;120;LINHA 02 - VIDRO
MAOB;14/02/2020;22438344;12157844;ZM01;ENCE CONF CAPC NOLQ;2015-20-20-01-05-01;queda da correia da toptronic;INSPETOR TOPTRONIC - K719610;115;LINHA 02 - VIDRO
MAOB;14/02/2020;22438406;12157955;ZM01;ENCE CONF CAPC DNAT NOLQ SCDM;2015-00-04-01-16;TELA DO SUPERVIS?IO APAGADA.;SISTEMA CROSS FLOW;120;PROCESSO
MAOB;13/02/2020;22438407;12157958;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-09;L?ICA PARA VELOCIDADE DO TRANSP 4101;ENCHIMENTO;110;LINHA 03 - LATA
MAOB;14/02/2020;22438408;12157991;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-04-01-16;VAZAMENTO DE AR COMPRIMIDO NO PAINEL DE;SISTEMA CROSS FLOW;120;PROCESSO
MAOB;14/02/2020;22438412;12157994;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-09-01;Crash na recravadora;ENCHEDORA DE LATAS - K232-139;115;LINHA 03 - LATA
MAOB;15/02/2020;22438418;12157999;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-00-02-01-03-06-03;BOMBA DE RECEBIMENTO TRAVADA;LINHA DE MALTOSE;120;PROCESSO
MAOB;14/02/2020;22438437;12157980;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-29-06;ROLAMENTO DANIFICADO: REALIZADO A SUBSTI;TRP PZ-TAXOMATIC I/II/III - MESA ACUMULO;110;LINHA 01 - LATA
MAOB;08/02/2020;22438462;12157960;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20;CADASTRO DE TRANSPONDER NA L2;ENVASAMENTO - GARRAFAS;110;OUTROS
MAOB;14/02/2020;22438490;12158160;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-12-01;BUCHA ROSCADA DO SEM QUEBRADA;ROTULADORA I - K407-509;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22438494;12158164;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-18-01;PERDA DE POSI?O CARRO TROCA BOBINA 1.;EMPACOTADORA - KR96-I94;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438495;12158166;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-01;ALTO INDICE DE REJEI?O POR FUNDO;INSPETOR LINATRONIC - K774-A32;120;LINHA 04 - VIDRO
MAOB;11/02/2020;22438520;12158042;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-01-01;RELOCA?O DO CONJUNTO DE ACIONAMENTO DAS;DESPALETIZADORA LATAS;110;LINHA 01 - LATA
MAOB;14/02/2020;22438588;12158114;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-18-01;FALHA NO INJETOR DE COLA (ABERTO DIRETO);EMPACOTADORA - KR96560;115;LINHA 02 - VIDRO
MAOB;13/02/2020;22438607;12158146;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-29-21;FALHA PRESSOSTATO TBB11.3833-W801;TRANS.LINATRONIC INSP VAZIO I/II - ENCH.;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438608;12158147;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-02-27-01;FALHA ATUADOR SEGURAN? PORTA 1213-F231;TRANSPORTE DE PALETES;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22438617;12158188;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-36-02;FALHA DE JATO FORA DA GOTEIRA.;DATADOR - TAXOMATIC 02;120;LINHA 03 - LATA
MAOB;15/02/2020;22438618;12158189;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-01;DESARME DO MOTOR 6011.;PALETIZADORA - KR63754;120;LINHA 02 - VIDRO
MAOB;15/02/2020;22438619;12158226;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-12-02;EXCESSO DE EXPULS?S PELO COLARINHO.;ROTULADORA II - K407-510;120;LINHA 04 - VIDRO
MAOB;14/02/2020;22438645;12158137;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-01-01;FALHA DE SEGURAN? NA BARREIRA DE SA?A.;DESPALETIZADORA LATAS - KR74 - 635;110;LINHA 03 - LATA
MAOB;14/02/2020;22438648;12158202;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-18-01;FALHA NO BOX DISTIBUIDOR POWEDRIVE(K601);EMPACOTADORA I - KR96 - I91;110;LINHA 03 - LATA
MAOB;15/02/2020;22438649;12158241;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-09-01;VALVULA RESERVA FALTA REVISÏ;ENCHEDORA DE LATAS - K232-139;120;LINHA 03 - LATA
MAOB;14/02/2020;22438660;12158190;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-02;INSTALA?O DA CORREIA DO SERVO CENT. LAT;PALETIZADORA DESCARTVEL - KR63-G60;120;LINHA 04 - VIDRO
MAOB;13/02/2020;22438662;12158192;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-28-03;TRAVAMENTO DA ESTEIRA ESBURRA TRP-G25-06;TRANSPORTE LCX-MAGAZINE CXS;120;LINHA 02 - VIDRO
MAOB;15/02/2020;22438841;12158253;ZM01;ENCE CAPC MOME MatC NOLQ;2015-20-20-01-09-01;FALHA NA BOTOEIRA DE EMERGENCIA, QUEBRAD;ENCHEDORA - K136690;115;LINHA 02 - VIDRO
MAOB;13/02/2020;22438845;12158270;ZM01;ENCE CAPC NOLQ SCDM;2015-20-20-01-26-01;TRAVAMENTO NO BRA? DE AMARA?O;AMARRA?O;115;LINHA 02 - VIDRO
DISM PROG;16/02/2020;22438852;12158305;ZM01;ENCE CONF IMPR CAPC MOME MatC NOLQ;2015-00-02-01-05-01;ROLAMENTO DA BOMBA DANIFICADO;TINA DE ADJUNTO/MACERADO 01;110;PROCESSO
MAOB;15/02/2020;22438860;12158227;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-36-02;DATA FORA DA POSI?? FALTA DE ADITIVO;DATADOR - ROTULADORA 02;110;LINHA 04 - VIDRO
MAOB;15/02/2020;22438861;12158229;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-17-01;FALHA AO INICIAR O ENVOLVIMENTO.;ENVOLVEDORA;110;LINHA 02 - VIDRO
MAOB;16/02/2020;22438869;12158282;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-21-01-17-01;PIN? DE CORTE: REPOSI?O DE PARAFUSOS N;ENVOLVEDORA I;110;LINHA 01 - LATA
MAOB;15/02/2020;22438875;12158288;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-11-01;valvula dando passagem;PASTEURIZADOR - K578-291;120;LINHA 03 - LATA
MAOB;16/02/2020;22438877;12158334;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-04-01;RECUPERAR VIRADOR DE CAIXAS;LAVADORA DE CAIXAS - K690600;110;LINHA 02 - VIDRO
MAOB;15/02/2020;22438879;12158337;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-02-09-01;INSTALA?O DA HASTE DO ARROLHADOR;ENCHEDORA DE GARRAFAS - K136-767;115;LINHA 04 - VIDRO
MAOB;15/02/2020;22438894;12158357;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-17-01;FALHA NO ENVOLVIMENTO;ENVOLVEDORA I - K824-2PI;115;LINHA 03 - LATA
MAOB;15/02/2020;22438896;12158358;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-02;FALHA DE COMUNICA?O;INSPETOR LINATRONIC - K735-H46;115;LINHA 04 - VIDRO
MAOB;16/02/2020;22438902;12158267;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-21-01-24-01;FALHA NO EMPURRADOR DO TUBETE. SENSORES;MAGAZINE DE TAMPAS;110;LINHA 01 - LATA
MAOB;15/02/2020;22438915;12158541;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-02;FALHA NA EXPULSÏ, CRASH NA SA?A.;INSPETOR LINATRONIC - K735-H46;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22438917;12158543;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-01-01;FALHA INTERMITENTE SSITEMA AR COMPRIMIDO;DESPALETIZADORA - KR63-G59;120;LINHA 04 - VIDRO
MAOB;16/02/2020;22438919;12158545;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-02;EXPILSANDO GARRAFAS BOAS POR N?EL;CHECKMAT ENCHEDORA - K731-CHC;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22439004;12158525;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-03-01-03-60;SAIDA DA LAVADORA FORA DE SINCRONISMO.;EXPULSÏ;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22439005;12158526;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-28-02;travamento do transporte p23-19.;TRANSPORTE DCX-LCX;115;LINHA 04 - VIDRO
MAOB;15/02/2020;22439006;12158527;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-28-01;TRAVAMENTO DE CAIXA.;TRANSPORTE DPL-DCX;120;LINHA 04 - VIDRO
MAOB;16/02/2020;22439007;12158528;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-11-01;QUEBRA DOS GUIAS LATERAIS DO TRANSPORTE.;PASTEURIZADOR;115;LINHA 04 - VIDRO
MAOB;16/02/2020;22439008;12158529;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-04-01;TRAVAMENTO DE CAIXA NO VIRADOR DE CAIXA.;LAVADORA DE CAIXAS - K690-722;120;LINHA 04 - VIDRO
MAOB;16/02/2020;22439262;12158536;ZM01;ENCE CAPC MOME MatC NOLQ;2015-20-20-01-04-01;confeccionar guias da saida da lavadora;LAVADORA DE CAIXAS - K690600;110;LINHA 02 - VIDRO
MAOB;16/02/2020;22439263;12158580;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-28-01;TRP G23-10 COM ROLAMENTO DANIFICADO.;TRANSPORTE DPL-DCX;110;LINHA 02 - VIDRO
MAOB;16/02/2020;22439264;12158581;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-28-05;DESGASTE DAS BUCHAS DOS TUBOS DO DIVIDER;TRANSPORTE ECX-PL;110;LINHA 02 - VIDRO
MAOB;16/02/2020;22439280;12158497;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-01;FALHA NO SISTEMA DE GARRAS.;PALETIZADORA - KR63-G58;120;LINHA 04 - VIDRO
MAOB;16/02/2020;22439281;12158498;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-01;MQUINA NÏ FUNCIONA EM AUTOMTICO.;PALETIZADORA - KR63-G58;115;LINHA 04 - VIDRO
MAOB;16/02/2020;22439282;12158499;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-20-02;FALHA NA MESA DE AGRUPAMENTO;PALETIZADOR II - KR63-G57;115;LINHA 03 - LATA
MAOB;16/02/2020;22439283;12158560;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-09-01;MOTOR DA BOMBA DE VACUO BAIXA ISOLA?O;ENCHEDORA - K136690;110;LINHA 02 - VIDRO
MAOB;15/02/2020;22439290;12158641;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-11-07;FALHA NA IHM DO PZ TORRE DESLIGADA;TORRE DE RESFRIAMENTO;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22439291;12158642;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-28-01;DESARME INVERSOR 2119-M101;TRANSPORTE DPL-DCX;120;LINHA 04 - VIDRO
MAOB;16/02/2020;22439294;12158645;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-29-02;DESCARRILHAMENTO DA ESTEIRA.;TRANSPORTE DCX -SEKAMAT I;120;LINHA 02 - VIDRO
MAOB;16/02/2020;22439295;12158646;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-28-03;GUIA DE DESLISE SOLTO.;TRANSPORTE LCX-MAGAZINE CXS;120;LINHA 02 - VIDRO
MAOB;13/02/2020;22439306;12158591;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-01;FALHA NA INSPE?O DE FUNDO;INSPETOR LINATRONIC - K735-H45;120;LINHA 04 - VIDRO
MAOB;15/02/2020;22439315;12158629;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-05-02;FALHA SERVO LIMEAR, TEMPERATURA ALTA;INSPETOR LINATRONIC - K735-H46;115;LINHA 04 - VIDRO
MAOB;16/02/2020;22439316;12158660;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-01;FALHA AGULHA DIVISORA 7511;PALETIZADORA - KR63754;120;LINHA 02 - VIDRO
MAOB;16/02/2020;22439318;12158664;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-01-02;FALHA MANIPULADOR SOLTANDO MOLDURA;DESPALETIZADORA GRF NOVA - KR74411;120;LINHA 02 - VIDRO
MAOB;16/02/2020;22439329;12158589;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-36-01;PREPARA?O DOS DATADORES PARA PARTIDA.;DATADOR - ROTULADORA 01;120;LINHA 02 - VIDRO
MAOB;16/02/2020;22439330;12158670;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-03-01;FALHA NA BOMA DO TANQUE 5;LAVADORA DE GARRAFAS - K682379;120;LINHA 02 - VIDRO
MAOB;17/02/2020;22439332;12158674;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-20-01;FALHA DE PERCURSO NA ENTRADA DE CAIXA NA;PALETIZADORA - KR63754;115;LINHA 02 - VIDRO
MAOB;17/02/2020;22439336;12158730;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-05-01-40;GARRAFAS TOMABANDO NA SA?A P/ ENCHEDORA;DISTRIBUI?O - SA?A;115;LINHA 02 - VIDRO
MAOB;17/02/2020;22439339;12158734;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-09-01;LATAS SAINDO ESPUMANDO;ENCHEDORA LATAS;115;LINHA 01 - LATA
MAOB;25/02/2020;22439382;12158697;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-00-04-01-16-01;FALHA NA VLVULA M?ULADORA FCV-2300;TANQUES DE RECUPERACAO CERVEJA;115;PROCESSO
MAOB;17/02/2020;22439383;12158698;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-01-01-03-01-02;FALHA NA BALAN? DE DOSADORA SILO-08;SILO 08 DE PESAGEM;115;PROCESSO
MAOB;12/02/2020;22439384;12158699;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-30-31-01;FALHA NA DOSAGEM DE CIDO/REATOR 01;TRATAMENTO AGUA ESTACAO 01;120;ETA
MAOB;17/02/2020;22439402;12158726;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-11;AJUSTE NA VALVULA DE RECIRCULA?O  DE AG;PASTEURIZA?O;110;LINHA 02 - VIDRO
MAOB;17/02/2020;22439561;12158736;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-09-01;LATA SAINDO VAZIA DA VLVULA 20;ENCHEDORA LATAS;115;LINHA 01 - LATA
MAOB;17/02/2020;22439579;12158855;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-01-01;FALHA DE COLISÏ DO CABE?TE;DESPALETIZADORA - KR63755;115;LINHA 02 - VIDRO
MAOB;17/02/2020;22439756;12158896;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-17-01;FALHA NA PIN?.;ENVOLVEDORA I - K824-2PI;120;LINHA 03 - LATA
MAOB;18/02/2020;22439838;12159087;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-03-01;Sobrecarga na admis?LAVADORA DE GARRAFAS - K682379;120;LINHA 02 - VIDRO;
MAOB;17/02/2020;22439878;12159070;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-20-01;CALHAS ELETRICAS EMPENADAS, SEM PROTE?O;PALETIZADORA - KR63-G58;120;LINHA 04 - VIDRO
MAOB;17/02/2020;22439895;12159051;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-00-02-01-08-01;TROCA DO SELO DA BOMBA;COZINHADOR DE MOSTO 01;120;PROCESSO
MAOB;18/02/2020;22439899;12159056;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-05-01;FALSA EXPULSÏ POR FUNDO;CANTRONIC 01 - CHECKMAT LATAS;120;LINHA 01 - LATA
MAOB;16/02/2020;22439900;12158867;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-36-03;AJUSTE NA DATA;DATADOR - TAXOMATIC 03;120;LINHA 03 - LATA
MAOB;16/02/2020;22439901;12158869;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-17-01;PIN?S PRESAS NO ENVOLVIMENTO;ENVOLVEDORA I - K824-2PI;120;LINHA 03 - LATA
MAOB;17/02/2020;22439930;12159045;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-01-02;quebra da corrente de tra?;DESPALETIZADORA GRF NOVA - KR74411;120;LINHA 02 - VIDRO
MAOB;17/02/2020;22439931;12159049;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-27-01;PARAFUSO DE FIXA?O ROLAMENTO QUEBRADO;TRANSPORTE DE PALETES;120;LINHA 04 - VIDRO
MAOB;18/02/2020;22439967;12159105;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-70-73-01-02-05;BAIXA EFICI?CIA NA DOSAGEM DE CIDO;TANQUE DE ACIDO CLORIDICO;120;OUTROS
MAOB;17/02/2020;22439971;12159109;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-26-01;FALHA NA PORTA DE SEGURAN?;AMARRA?O;120;LINHA 02 - VIDRO
MAOB;19/02/2020;22439978;12159287;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-02-05-02;QUEBRA DA CORREIA DO EXPULSADOR;INSPETOR LINATRONIC - K735-H46;115;LINHA 04 - VIDRO
DISM PROG;18/02/2020;22439981;12159094;ZM01;ENCE CONF IMPR CAPC NOLQ;2015-20-20-01-12-02;Quebra do cabo do senor de fim de rotulo;ROTULADORA II - K406195;110;LINHA 02 - VIDRO
MAOB;17/02/2020;22440004;12159077;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-36-01;FALHA NO DATADOR.;DATADOR - ROTULADORA 01;110;LINHA 02 - VIDRO
MAOB;18/02/2020;22440009;12159123;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-29-02;PERCA DE PRESSÏ NO RINSER.;TRANSPORTE RINSER - ECH;115;LINHA 03 - LATA
MAOB;18/02/2020;22440020;12159057;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-20-01-01-02;FALHA DE VIA 01;TRANSPORTE DE ROLOS VIA 1 E VIA 2;120;LINHA 02 - VIDRO
MAOB;18/02/2020;22440022;12159142;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-02-27-02;FALHA NO ARMAZEM DE PALETES.;TRANSPORTE DE PALETES;120;LINHA 03 - LATA
MAOB;17/02/2020;22440136;12159138;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-29-06;FALHA NA MODULA?O DA MESA INFERIOR CAUS;TRP PZ-TAXOMATIC I/II/III - MESA ACUMULO;115;LINHA 01 - LATA
MAOB;18/02/2020;22440195;12159198;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-21-02-09-01;REVISAO DE VALVULA: FOI SOLICITADO PE?S;ENCHEDORA DE LATAS - K232-139;110;LINHA 03 - LATA
MAOB;18/02/2020;22440218;12159113;ZM01;ENCE CONF CAPC MOME MatC NOLQ;2015-20-20-01-23-01;GARRAFAS SAINDO MAL ARROLHADAS;ARROLHADOR;115;LINHA 02 - VIDRO
MAOB;18/02/2020;22440223;12159162;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-05-01-40;GARRAFAS TOMABANDO NA SA?A P/ ENCHEDORA;DISTRIBUI?O - SA?A;115;LINHA 02 - VIDRO
MAOB;18/02/2020;22440277;12159412;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-09-01;SEM FIM DE ENTRADA TRAVANDO;ENCHEDORA - K136690;115;LINHA 02 - VIDRO
MAOB;18/02/2020;22440330;12159408;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-29-02;Travamento de latas;TRANSPORTE RINSER - ECH;115;LINHA 01 - LATA
MAOB;18/02/2020;22440331;12159409;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-21-01-12-03;Esteira de entrada patinando;SELADORA III;115;LINHA 01 - LATA
MAOB;16/02/2020;22440371;12159336;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-02;FALHA NA EXPUL?O;CHECKMAT ENCHEDORA - K731-CHC;120;LINHA 04 - VIDRO
MAOB;18/02/2020;22440376;12159587;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-70-73-01-02-05;ANOMALIA: BOMBA DE CIDO CLOR?RICO COM;TANQUE DE ACIDO CLORIDICO;110;OUTROS
MAOB;17/02/2020;22440382;12159396;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-23-01-12-01;FALHA F0073 E F0057;ROTULAGEM;110;OUTROS
MAOB;16/02/2020;22440469;12159606;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-02-06-05;FALHA NA INSPE?O DE GARRAFA TESTE;INSPETOR LINATRONIC - K774-A33;115;LINHA 04 - VIDRO
MAOB;18/02/2020;22440471;12159633;ZM01;ENCE CONF CAPC NOLQ SCDM;2015-20-20-01-05-03;esteira travada do transporte;SEKAMAT 704 - II - K704321;120;LINHA 02 - VIDRO
